id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-27000,2026-05-28,Comercial Andrade,Servicio de consultoria,1,9100.00,tarjeta
V-27001,2026-05-01,Garcia SA,Toner HP,2,9237.01,efectivo
V-27002,2026-05-02,Juan Perez,Servicio mensual,3,9374.02,transferencia
V-27003,2026-05-03,Marta Gomez,Cuaderno,4,9511.03,tarjeta
V-27004,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,9648.04,efectivo
V-27005,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,9785.05,transferencia
V-27006,2026-05-06,Estudio Contable RyR,Toner HP,7,9922.06,tarjeta
V-27007,2026-05-07,Bar La Esquina,Servicio mensual,8,10059.07,efectivo
V-27008,2026-05-08,Distribuidora Sur,Cuaderno,9,10196.08,transferencia
V-27009,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,10333.09,tarjeta
V-27010,2026-05-10,Optica Vision,Servicio de consultoria,11,10470.10,efectivo
V-27011,2026-05-11,Tech Solutions,Toner HP,12,10607.11,transferencia
V-27012,2026-05-12,Farmacia Central,Servicio mensual,13,10744.12,tarjeta
V-27013,2026-05-13,Hotel Plaza,Cuaderno,14,10881.13,efectivo
V-27014,2026-05-14,Comercial Andrade,Mouse inalambrico,15,11018.14,transferencia
V-27015,2026-05-15,Garcia SA,Servicio de consultoria,16,11155.15,tarjeta
V-27016,2026-05-16,Juan Perez,Toner HP,17,11292.16,efectivo
V-27017,2026-05-17,Marta Gomez,Servicio mensual,18,11429.17,transferencia
V-27018,2026-05-18,Kiosco El Sol,Cuaderno,19,11566.18,tarjeta
V-27019,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,11703.19,efectivo
V-27020,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,11840.20,transferencia
V-27021,2026-05-21,Bar La Esquina,Toner HP,2,11977.21,tarjeta
V-27022,2026-05-22,Distribuidora Sur,Servicio mensual,3,12114.22,efectivo
V-27023,2026-05-23,Panaderia Ortiz,Cuaderno,4,12251.23,transferencia
V-27024,2026-05-24,Optica Vision,Mouse inalambrico,5,12388.24,tarjeta
V-27025,2026-05-25,Tech Solutions,Servicio de consultoria,6,12525.25,efectivo
V-27026,2026-05-26,Farmacia Central,Toner HP,7,12662.26,transferencia
V-27027,2026-05-27,Hotel Plaza,Servicio mensual,8,12799.27,tarjeta
V-27028,2026-05-28,Comercial Andrade,Cuaderno,9,12936.28,efectivo
V-27029,2026-05-01,Garcia SA,Mouse inalambrico,10,13073.29,transferencia
V-27030,2026-05-02,Juan Perez,Servicio de consultoria,11,13210.30,tarjeta
V-27031,2026-05-03,Marta Gomez,Toner HP,12,13347.31,efectivo
V-27032,2026-05-04,Kiosco El Sol,Servicio mensual,13,13484.32,transferencia
V-27033,2026-05-05,Ferreteria Nuñez,Cuaderno,14,13621.33,tarjeta
V-27034,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,13758.34,efectivo
V-27035,2026-05-07,Bar La Esquina,Servicio de consultoria,16,13895.35,transferencia
V-27036,2026-05-08,Distribuidora Sur,Toner HP,17,14032.36,tarjeta
V-27037,2026-05-09,Panaderia Ortiz,Servicio mensual,18,14169.37,efectivo
V-27038,2026-05-10,Optica Vision,Cuaderno,19,14306.38,transferencia
V-27039,2026-05-11,Tech Solutions,Mouse inalambrico,20,14443.39,tarjeta
V-27040,2026-05-12,Farmacia Central,Servicio de consultoria,1,14580.40,efectivo
V-27041,2026-05-13,Hotel Plaza,Toner HP,2,14717.41,transferencia
V-27042,2026-05-14,Comercial Andrade,Servicio mensual,3,14854.42,tarjeta
V-27043,2026-05-15,Garcia SA,Cuaderno,4,14991.43,efectivo
V-27044,2026-05-16,Juan Perez,Mouse inalambrico,5,15128.44,transferencia
V-27045,2026-05-17,Marta Gomez,Servicio de consultoria,6,15265.45,tarjeta
V-27046,2026-05-18,Kiosco El Sol,Toner HP,7,15402.46,efectivo
V-27047,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,15539.47,transferencia
V-27048,2026-05-20,Estudio Contable RyR,Cuaderno,9,15676.48,tarjeta
V-27049,2026-05-21,Bar La Esquina,Mouse inalambrico,10,15813.49,efectivo
V-27050,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,15950.50,transferencia
V-27051,2026-05-23,Panaderia Ortiz,Toner HP,12,16087.51,tarjeta
V-27052,2026-05-24,Optica Vision,Servicio mensual,13,16224.52,efectivo
V-27053,2026-05-25,Tech Solutions,Cuaderno,14,16361.53,transferencia
V-27054,2026-05-26,Farmacia Central,Mouse inalambrico,15,16498.54,tarjeta
V-27055,2026-05-27,Hotel Plaza,Servicio de consultoria,16,16635.55,efectivo
V-27056,2026-05-28,Comercial Andrade,Toner HP,17,16772.56,transferencia
V-27057,2026-05-01,Garcia SA,Servicio mensual,18,16909.57,tarjeta
V-27058,2026-05-02,Juan Perez,Cuaderno,19,17046.58,efectivo
V-27059,2026-05-03,Marta Gomez,Mouse inalambrico,20,17183.59,transferencia
V-27060,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,17320.60,tarjeta
V-27061,2026-05-05,Ferreteria Nuñez,Toner HP,2,17457.61,efectivo
V-27062,2026-05-06,Estudio Contable RyR,Servicio mensual,3,17594.62,transferencia
V-27063,2026-05-07,Bar La Esquina,Cuaderno,4,17731.63,tarjeta
V-27064,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,17868.64,efectivo
V-27065,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,18005.65,transferencia
V-27066,2026-05-10,Optica Vision,Toner HP,7,18142.66,tarjeta
V-27067,2026-05-11,Tech Solutions,Servicio mensual,8,18279.67,efectivo
V-27068,2026-05-12,Farmacia Central,Cuaderno,9,18416.68,transferencia
V-27069,2026-05-13,Hotel Plaza,Mouse inalambrico,10,18553.69,tarjeta
V-27070,2026-05-14,Comercial Andrade,Servicio de consultoria,11,18690.70,efectivo
V-27071,2026-05-15,Garcia SA,Toner HP,12,18827.71,transferencia
V-27072,2026-05-16,Juan Perez,Servicio mensual,13,18964.72,tarjeta
V-27073,2026-05-17,Marta Gomez,Cuaderno,14,19101.73,efectivo
V-27074,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,19238.74,transferencia
V-27075,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,19375.75,tarjeta
V-27076,2026-05-20,Estudio Contable RyR,Toner HP,17,19512.76,efectivo
V-27077,2026-05-21,Bar La Esquina,Servicio mensual,18,19649.77,transferencia
V-27078,2026-05-22,Distribuidora Sur,Cuaderno,19,19786.78,tarjeta
V-27079,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,19923.79,efectivo
V-27080,2026-05-24,Optica Vision,Servicio de consultoria,1,20060.80,transferencia
V-27081,2026-05-25,Tech Solutions,Toner HP,2,20197.81,tarjeta
V-27082,2026-05-26,Farmacia Central,Servicio mensual,3,20334.82,efectivo
V-27083,2026-05-27,Hotel Plaza,Cuaderno,4,20471.83,transferencia
V-27084,2026-05-28,Comercial Andrade,Mouse inalambrico,5,20608.84,tarjeta
V-27085,2026-05-01,Garcia SA,Servicio de consultoria,6,20745.85,efectivo
V-27086,2026-05-02,Juan Perez,Toner HP,7,20882.86,transferencia
V-27087,2026-05-03,Marta Gomez,Servicio mensual,8,21019.87,tarjeta
V-27088,2026-05-04,Kiosco El Sol,Cuaderno,9,21156.88,efectivo
V-27089,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,21293.89,transferencia
V-27090,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,21430.90,tarjeta
V-27091,2026-05-07,Bar La Esquina,Toner HP,12,21567.91,efectivo
V-27092,2026-05-08,Distribuidora Sur,Servicio mensual,13,21704.92,transferencia
V-27093,2026-05-09,Panaderia Ortiz,Cuaderno,14,21841.93,tarjeta
V-27094,2026-05-10,Optica Vision,Mouse inalambrico,15,21978.94,efectivo
V-27095,2026-05-11,Tech Solutions,Servicio de consultoria,16,22115.95,transferencia
V-27096,2026-05-12,Farmacia Central,Toner HP,17,22252.96,tarjeta
V-27097,2026-05-13,Hotel Plaza,Servicio mensual,18,22389.97,efectivo
V-27098,2026-05-14,Comercial Andrade,Cuaderno,19,22526.98,transferencia
V-27099,2026-05-15,Garcia SA,Mouse inalambrico,20,22663.99,tarjeta
V-27100,2026-05-16,Juan Perez,Servicio de consultoria,1,22800.00,efectivo
V-27101,2026-05-17,Marta Gomez,Toner HP,2,22937.01,transferencia
V-27102,2026-05-18,Kiosco El Sol,Servicio mensual,3,23074.02,tarjeta
V-27103,2026-05-19,Ferreteria Nuñez,Cuaderno,4,23211.03,efectivo
V-27104,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,23348.04,transferencia
V-27105,2026-05-21,Bar La Esquina,Servicio de consultoria,6,23485.05,tarjeta
V-27106,2026-05-22,Distribuidora Sur,Toner HP,7,23622.06,efectivo
V-27107,2026-05-23,Panaderia Ortiz,Servicio mensual,8,23759.07,transferencia
V-27108,2026-05-24,Optica Vision,Cuaderno,9,23896.08,tarjeta
V-27109,2026-05-25,Tech Solutions,Mouse inalambrico,10,24033.09,efectivo
V-27110,2026-05-26,Farmacia Central,Servicio de consultoria,11,24170.10,transferencia
V-27111,2026-05-27,Hotel Plaza,Toner HP,12,24307.11,tarjeta
V-27112,2026-05-28,Comercial Andrade,Servicio mensual,13,24444.12,efectivo
V-27113,2026-05-01,Garcia SA,Cuaderno,14,24581.13,transferencia
V-27114,2026-05-02,Juan Perez,Mouse inalambrico,15,24718.14,tarjeta
V-27115,2026-05-03,Marta Gomez,Servicio de consultoria,16,24855.15,efectivo
V-27116,2026-05-04,Kiosco El Sol,Toner HP,17,24992.16,transferencia
V-27117,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,25129.17,tarjeta
V-27118,2026-05-06,Estudio Contable RyR,Cuaderno,19,25266.18,efectivo
V-27119,2026-05-07,Bar La Esquina,Mouse inalambrico,20,25403.19,transferencia
V-27120,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,25540.20,tarjeta
V-27121,2026-05-09,Panaderia Ortiz,Toner HP,2,25677.21,efectivo
V-27122,2026-05-10,Optica Vision,Servicio mensual,3,25814.22,transferencia
V-27123,2026-05-11,Tech Solutions,Cuaderno,4,25951.23,tarjeta
V-27124,2026-05-12,Farmacia Central,Mouse inalambrico,5,26088.24,efectivo
V-27125,2026-05-13,Hotel Plaza,Servicio de consultoria,6,26225.25,transferencia
V-27126,2026-05-14,Comercial Andrade,Toner HP,7,26362.26,tarjeta
V-27127,2026-05-15,Garcia SA,Servicio mensual,8,26499.27,efectivo
V-27128,2026-05-16,Juan Perez,Cuaderno,9,26636.28,transferencia
V-27129,2026-05-17,Marta Gomez,Mouse inalambrico,10,26773.29,tarjeta
V-27130,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,26910.30,efectivo
V-27131,2026-05-19,Ferreteria Nuñez,Toner HP,12,27047.31,transferencia
V-27132,2026-05-20,Estudio Contable RyR,Servicio mensual,13,27184.32,tarjeta
V-27133,2026-05-21,Bar La Esquina,Cuaderno,14,27321.33,efectivo
V-27134,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,27458.34,transferencia
V-27135,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,27595.35,tarjeta
V-27136,2026-05-24,Optica Vision,Toner HP,17,27732.36,efectivo
V-27137,2026-05-25,Tech Solutions,Servicio mensual,18,27869.37,transferencia
V-27138,2026-05-26,Farmacia Central,Cuaderno,19,28006.38,tarjeta
V-27139,2026-05-27,Hotel Plaza,Mouse inalambrico,20,28143.39,efectivo
V-27140,2026-05-28,Comercial Andrade,Servicio de consultoria,1,28280.40,transferencia
V-27141,2026-05-01,Garcia SA,Toner HP,2,28417.41,tarjeta
V-27142,2026-05-02,Juan Perez,Servicio mensual,3,28554.42,efectivo
V-27143,2026-05-03,Marta Gomez,Cuaderno,4,28691.43,transferencia
V-27144,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,28828.44,tarjeta
V-27145,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,28965.45,efectivo
V-27146,2026-05-06,Estudio Contable RyR,Toner HP,7,29102.46,transferencia
V-27147,2026-05-07,Bar La Esquina,Servicio mensual,8,29239.47,tarjeta
V-27148,2026-05-08,Distribuidora Sur,Cuaderno,9,29376.48,efectivo
V-27149,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,29513.49,transferencia
V-27150,2026-05-10,Optica Vision,Servicio de consultoria,11,29650.50,tarjeta
V-27151,2026-05-11,Tech Solutions,Toner HP,12,29787.51,efectivo
V-27152,2026-05-12,Farmacia Central,Servicio mensual,13,29924.52,transferencia
V-27153,2026-05-13,Hotel Plaza,Cuaderno,14,30061.53,tarjeta
V-27154,2026-05-14,Comercial Andrade,Mouse inalambrico,15,30198.54,efectivo
V-27155,2026-05-15,Garcia SA,Servicio de consultoria,16,30335.55,transferencia
V-27156,2026-05-16,Juan Perez,Toner HP,17,30472.56,tarjeta
V-27157,2026-05-17,Marta Gomez,Servicio mensual,18,30609.57,efectivo
V-27158,2026-05-18,Kiosco El Sol,Cuaderno,19,30746.58,transferencia
V-27159,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,30883.59,tarjeta
V-27160,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,31020.60,efectivo
V-27161,2026-05-21,Bar La Esquina,Toner HP,2,31157.61,transferencia
V-27162,2026-05-22,Distribuidora Sur,Servicio mensual,3,31294.62,tarjeta
V-27163,2026-05-23,Panaderia Ortiz,Cuaderno,4,31431.63,efectivo
V-27164,2026-05-24,Optica Vision,Mouse inalambrico,5,31568.64,transferencia
V-27165,2026-05-25,Tech Solutions,Servicio de consultoria,6,31705.65,tarjeta
V-27166,2026-05-26,Farmacia Central,Toner HP,7,31842.66,efectivo
V-27167,2026-05-27,Hotel Plaza,Servicio mensual,8,31979.67,transferencia
V-27168,2026-05-28,Comercial Andrade,Cuaderno,9,32116.68,tarjeta
V-27169,2026-05-01,Garcia SA,Mouse inalambrico,10,32253.69,efectivo
V-27170,2026-05-02,Juan Perez,Servicio de consultoria,11,32390.70,transferencia
V-27171,2026-05-03,Marta Gomez,Toner HP,12,32527.71,tarjeta
V-27172,2026-05-04,Kiosco El Sol,Servicio mensual,13,32664.72,efectivo
V-27173,2026-05-05,Ferreteria Nuñez,Cuaderno,14,32801.73,transferencia
V-27174,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,32938.74,tarjeta
V-27175,2026-05-07,Bar La Esquina,Servicio de consultoria,16,33075.75,efectivo
V-27176,2026-05-08,Distribuidora Sur,Toner HP,17,33212.76,transferencia
V-27177,2026-05-09,Panaderia Ortiz,Servicio mensual,18,33349.77,tarjeta
V-27178,2026-05-10,Optica Vision,Cuaderno,19,33486.78,efectivo
V-27179,2026-05-11,Tech Solutions,Mouse inalambrico,20,33623.79,transferencia
V-27180,2026-05-12,Farmacia Central,Servicio de consultoria,1,33760.80,tarjeta
V-27181,2026-05-13,Hotel Plaza,Toner HP,2,33897.81,efectivo
V-27182,2026-05-14,Comercial Andrade,Servicio mensual,3,34034.82,transferencia
V-27183,2026-05-15,Garcia SA,Cuaderno,4,34171.83,tarjeta
V-27184,2026-05-16,Juan Perez,Mouse inalambrico,5,34308.84,efectivo
V-27185,2026-05-17,Marta Gomez,Servicio de consultoria,6,34445.85,transferencia
V-27186,2026-05-18,Kiosco El Sol,Toner HP,7,34582.86,tarjeta
V-27187,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,34719.87,efectivo
V-27188,2026-05-20,Estudio Contable RyR,Cuaderno,9,34856.88,transferencia
V-27189,2026-05-21,Bar La Esquina,Mouse inalambrico,10,34993.89,tarjeta
V-27190,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,35130.90,efectivo
V-27191,2026-05-23,Panaderia Ortiz,Toner HP,12,35267.91,transferencia
V-27192,2026-05-24,Optica Vision,Servicio mensual,13,35404.92,tarjeta
V-27193,2026-05-25,Tech Solutions,Cuaderno,14,35541.93,efectivo
V-27194,2026-05-26,Farmacia Central,Mouse inalambrico,15,35678.94,transferencia
V-27195,2026-05-27,Hotel Plaza,Servicio de consultoria,16,35815.95,tarjeta
V-27196,2026-05-28,Comercial Andrade,Toner HP,17,35952.96,efectivo
V-27197,2026-05-01,Garcia SA,Servicio mensual,18,36089.97,transferencia
V-27198,2026-05-02,Juan Perez,Cuaderno,19,36226.98,tarjeta
V-27199,2026-05-03,Marta Gomez,Mouse inalambrico,20,36363.99,efectivo
V-27200,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,36500.00,transferencia
V-27201,2026-05-05,Ferreteria Nuñez,Toner HP,2,36637.01,tarjeta
V-27202,2026-05-06,Estudio Contable RyR,Servicio mensual,3,36774.02,efectivo
V-27203,2026-05-07,Bar La Esquina,Cuaderno,4,36911.03,transferencia
V-27204,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,37048.04,tarjeta
V-27205,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,37185.05,efectivo
V-27206,2026-05-10,Optica Vision,Toner HP,7,37322.06,transferencia
V-27207,2026-05-11,Tech Solutions,Servicio mensual,8,37459.07,tarjeta
V-27208,2026-05-12,Farmacia Central,Cuaderno,9,37596.08,efectivo
V-27209,2026-05-13,Hotel Plaza,Mouse inalambrico,10,37733.09,transferencia
V-27210,2026-05-14,Comercial Andrade,Servicio de consultoria,11,37870.10,tarjeta
V-27211,2026-05-15,Garcia SA,Toner HP,12,38007.11,efectivo
V-27212,2026-05-16,Juan Perez,Servicio mensual,13,38144.12,transferencia
V-27213,2026-05-17,Marta Gomez,Cuaderno,14,38281.13,tarjeta
V-27214,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,38418.14,efectivo
V-27215,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,38555.15,transferencia
V-27216,2026-05-20,Estudio Contable RyR,Toner HP,17,38692.16,tarjeta
V-27217,2026-05-21,Bar La Esquina,Servicio mensual,18,38829.17,efectivo
V-27218,2026-05-22,Distribuidora Sur,Cuaderno,19,38966.18,transferencia
V-27219,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,39103.19,tarjeta
V-27220,2026-05-24,Optica Vision,Servicio de consultoria,1,39240.20,efectivo
V-27221,2026-05-25,Tech Solutions,Toner HP,2,39377.21,transferencia
V-27222,2026-05-26,Farmacia Central,Servicio mensual,3,39514.22,tarjeta
V-27223,2026-05-27,Hotel Plaza,Cuaderno,4,39651.23,efectivo
V-27224,2026-05-28,Comercial Andrade,Mouse inalambrico,5,39788.24,transferencia
V-27225,2026-05-01,Garcia SA,Servicio de consultoria,6,39925.25,tarjeta
V-27226,2026-05-02,Juan Perez,Toner HP,7,40062.26,efectivo
V-27227,2026-05-03,Marta Gomez,Servicio mensual,8,40199.27,transferencia
V-27228,2026-05-04,Kiosco El Sol,Cuaderno,9,40336.28,tarjeta
V-27229,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,40473.29,efectivo
V-27230,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,40610.30,transferencia
V-27231,2026-05-07,Bar La Esquina,Toner HP,12,40747.31,tarjeta
V-27232,2026-05-08,Distribuidora Sur,Servicio mensual,13,40884.32,efectivo
V-27233,2026-05-09,Panaderia Ortiz,Cuaderno,14,41021.33,transferencia
V-27234,2026-05-10,Optica Vision,Mouse inalambrico,15,41158.34,tarjeta
V-27235,2026-05-11,Tech Solutions,Servicio de consultoria,16,41295.35,efectivo
V-27236,2026-05-12,Farmacia Central,Toner HP,17,41432.36,transferencia
V-27237,2026-05-13,Hotel Plaza,Servicio mensual,18,41569.37,tarjeta
V-27238,2026-05-14,Comercial Andrade,Cuaderno,19,41706.38,efectivo
V-27239,2026-05-15,Garcia SA,Mouse inalambrico,20,41843.39,transferencia
V-27240,2026-05-16,Juan Perez,Servicio de consultoria,1,41980.40,tarjeta
V-27241,2026-05-17,Marta Gomez,Toner HP,2,42117.41,efectivo
V-27242,2026-05-18,Kiosco El Sol,Servicio mensual,3,42254.42,transferencia
V-27243,2026-05-19,Ferreteria Nuñez,Cuaderno,4,42391.43,tarjeta
V-27244,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,42528.44,efectivo
V-27245,2026-05-21,Bar La Esquina,Servicio de consultoria,6,42665.45,transferencia
V-27246,2026-05-22,Distribuidora Sur,Toner HP,7,42802.46,tarjeta
V-27247,2026-05-23,Panaderia Ortiz,Servicio mensual,8,42939.47,efectivo
V-27248,2026-05-24,Optica Vision,Cuaderno,9,43076.48,transferencia
V-27249,2026-05-25,Tech Solutions,Mouse inalambrico,10,43213.49,tarjeta
V-27250,2026-05-26,Farmacia Central,Servicio de consultoria,11,43350.50,efectivo
V-27251,2026-05-27,Hotel Plaza,Toner HP,12,43487.51,transferencia
V-27252,2026-05-28,Comercial Andrade,Servicio mensual,13,43624.52,tarjeta
V-27253,2026-05-01,Garcia SA,Cuaderno,14,43761.53,efectivo
V-27254,2026-05-02,Juan Perez,Mouse inalambrico,15,43898.54,transferencia
V-27255,2026-05-03,Marta Gomez,Servicio de consultoria,16,44035.55,tarjeta
V-27256,2026-05-04,Kiosco El Sol,Toner HP,17,44172.56,efectivo
V-27257,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,44309.57,transferencia
V-27258,2026-05-06,Estudio Contable RyR,Cuaderno,19,44446.58,tarjeta
V-27259,2026-05-07,Bar La Esquina,Mouse inalambrico,20,44583.59,efectivo
V-27260,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,44720.60,transferencia
V-27261,2026-05-09,Panaderia Ortiz,Toner HP,2,44857.61,tarjeta
V-27262,2026-05-10,Optica Vision,Servicio mensual,3,44994.62,efectivo
V-27263,2026-05-11,Tech Solutions,Cuaderno,4,45131.63,transferencia
V-27264,2026-05-12,Farmacia Central,Mouse inalambrico,5,45268.64,tarjeta
V-27265,2026-05-13,Hotel Plaza,Servicio de consultoria,6,45405.65,efectivo
V-27266,2026-05-14,Comercial Andrade,Toner HP,7,45542.66,transferencia
V-27267,2026-05-15,Garcia SA,Servicio mensual,8,45679.67,tarjeta
V-27268,2026-05-16,Juan Perez,Cuaderno,9,45816.68,efectivo
V-27269,2026-05-17,Marta Gomez,Mouse inalambrico,10,45953.69,transferencia
V-27270,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,46090.70,tarjeta
V-27271,2026-05-19,Ferreteria Nuñez,Toner HP,12,46227.71,efectivo
V-27272,2026-05-20,Estudio Contable RyR,Servicio mensual,13,46364.72,transferencia
V-27273,2026-05-21,Bar La Esquina,Cuaderno,14,46501.73,tarjeta
V-27274,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,46638.74,efectivo
V-27275,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,46775.75,transferencia
V-27276,2026-05-24,Optica Vision,Toner HP,17,46912.76,tarjeta
V-27277,2026-05-25,Tech Solutions,Servicio mensual,18,47049.77,efectivo
V-27278,2026-05-26,Farmacia Central,Cuaderno,19,47186.78,transferencia
V-27279,2026-05-27,Hotel Plaza,Mouse inalambrico,20,47323.79,tarjeta
V-27280,2026-05-28,Comercial Andrade,Servicio de consultoria,1,47460.80,efectivo
V-27281,2026-05-01,Garcia SA,Toner HP,2,47597.81,transferencia
V-27282,2026-05-02,Juan Perez,Servicio mensual,3,47734.82,tarjeta
V-27283,2026-05-03,Marta Gomez,Cuaderno,4,47871.83,efectivo
V-27284,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,48008.84,transferencia
V-27285,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,48145.85,tarjeta
V-27286,2026-05-06,Estudio Contable RyR,Toner HP,7,48282.86,efectivo
V-27287,2026-05-07,Bar La Esquina,Servicio mensual,8,48419.87,transferencia
V-27288,2026-05-08,Distribuidora Sur,Cuaderno,9,48556.88,tarjeta
V-27289,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,48693.89,efectivo
V-27290,2026-05-10,Optica Vision,Servicio de consultoria,11,48830.90,transferencia
V-27291,2026-05-11,Tech Solutions,Toner HP,12,48967.91,tarjeta
V-27292,2026-05-12,Farmacia Central,Servicio mensual,13,49104.92,efectivo
V-27293,2026-05-13,Hotel Plaza,Cuaderno,14,49241.93,transferencia
V-27294,2026-05-14,Comercial Andrade,Mouse inalambrico,15,49378.94,tarjeta
V-27295,2026-05-15,Garcia SA,Servicio de consultoria,16,49515.95,efectivo
V-27296,2026-05-16,Juan Perez,Toner HP,17,49652.96,transferencia
V-27297,2026-05-17,Marta Gomez,Servicio mensual,18,49789.97,tarjeta
V-27298,2026-05-18,Kiosco El Sol,Cuaderno,19,49926.98,efectivo
V-27299,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,50063.99,transferencia
V-27300,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,200.00,tarjeta
V-27301,2026-05-21,Bar La Esquina,Toner HP,2,337.01,efectivo
V-27302,2026-05-22,Distribuidora Sur,Servicio mensual,3,474.02,transferencia
V-27303,2026-05-23,Panaderia Ortiz,Cuaderno,4,611.03,tarjeta
V-27304,2026-05-24,Optica Vision,Mouse inalambrico,5,748.04,efectivo
V-27305,2026-05-25,Tech Solutions,Servicio de consultoria,6,885.05,transferencia
V-27306,2026-05-26,Farmacia Central,Toner HP,7,1022.06,tarjeta
V-27307,2026-05-27,Hotel Plaza,Servicio mensual,8,1159.07,efectivo
V-27308,2026-05-28,Comercial Andrade,Cuaderno,9,1296.08,transferencia
V-27309,2026-05-01,Garcia SA,Mouse inalambrico,10,1433.09,tarjeta
V-27310,2026-05-02,Juan Perez,Servicio de consultoria,11,1570.10,efectivo
V-27311,2026-05-03,Marta Gomez,Toner HP,12,1707.11,transferencia
V-27312,2026-05-04,Kiosco El Sol,Servicio mensual,13,1844.12,tarjeta
V-27313,2026-05-05,Ferreteria Nuñez,Cuaderno,14,1981.13,efectivo
V-27314,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,2118.14,transferencia
V-27315,2026-05-07,Bar La Esquina,Servicio de consultoria,16,2255.15,tarjeta
V-27316,2026-05-08,Distribuidora Sur,Toner HP,17,2392.16,efectivo
V-27317,2026-05-09,Panaderia Ortiz,Servicio mensual,18,2529.17,transferencia
V-27318,2026-05-10,Optica Vision,Cuaderno,19,2666.18,tarjeta
V-27319,2026-05-11,Tech Solutions,Mouse inalambrico,20,2803.19,efectivo
V-27320,2026-05-12,Farmacia Central,Servicio de consultoria,1,2940.20,transferencia
V-27321,2026-05-13,Hotel Plaza,Toner HP,2,3077.21,tarjeta
V-27322,2026-05-14,Comercial Andrade,Servicio mensual,3,3214.22,efectivo
V-27323,2026-05-15,Garcia SA,Cuaderno,4,3351.23,transferencia
V-27324,2026-05-16,Juan Perez,Mouse inalambrico,5,3488.24,tarjeta
V-27325,2026-05-17,Marta Gomez,Servicio de consultoria,6,3625.25,efectivo
V-27326,2026-05-18,Kiosco El Sol,Toner HP,7,3762.26,transferencia
V-27327,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,3899.27,tarjeta
V-27328,2026-05-20,Estudio Contable RyR,Cuaderno,9,4036.28,efectivo
V-27329,2026-05-21,Bar La Esquina,Mouse inalambrico,10,4173.29,transferencia
V-27330,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,4310.30,tarjeta
V-27331,2026-05-23,Panaderia Ortiz,Toner HP,12,4447.31,efectivo
V-27332,2026-05-24,Optica Vision,Servicio mensual,13,4584.32,transferencia
V-27333,2026-05-25,Tech Solutions,Cuaderno,14,4721.33,tarjeta
V-27334,2026-05-26,Farmacia Central,Mouse inalambrico,15,4858.34,efectivo
V-27335,2026-05-27,Hotel Plaza,Servicio de consultoria,16,4995.35,transferencia
